driver_id,vehicle_class,max_load_kg,vehicle_type,total_requests,accepted_requests,rating,status,last_break_hours,hazmat_capable,harmful_substance_capable
D2653,카고,25000,탑차,81,51,3.57,1,6.5,1,0
D2654,라보,550,라보,60,43,4.63,1,2.3,0,0
D2655,카고,3500,카고,82,56,3.94,1,11.8,1,0
D2656,카고,1400,탑차,58,35,4.03,1,4.8,0,0
D2657,다마스,550,다마스,58,34,4.59,1,7.1,0,0
D2658,카고,1000,카고,189,117,4.12,1,7.2,0,0
D2659,라보,550,라보,65,51,4.0,1,10.7,0,0
D2660,라보,550,라보,60,43,3.69,1,4.5,0,0
D2661,카고,1000,카고,172,104,4.46,1,6.7,0,0
D2662,카고,25000,탑차,183,64,4.23,1,8.5,0,1
D2663,카고,2500,카고,93,58,3.91,1,9.7,0,0
D2664,카고,12000,탑차,121,81,3.6,1,5.4,0,0
D2665,다마스,550,다마스,91,68,4.59,1,6.8,0,0
D2666,카고,2500,냉장,124,102,4.03,1,5.9,0,0
D2667,카고,5500,카고,60,20,4.09,0,9.3,1,0
D2668,다마스,550,다마스,105,49,4.31,0,11.7,0,0
D2669,카고,12000,탑차,85,73,4.71,1,9.2,0,0
D2670,카고,1400,카고,88,68,4.12,1,10.6,0,0
D2671,카고,30000,냉동,147,61,3.98,0,4.5,0,0
D2672,카고,1400,냉동,79,55,3.66,1,6.2,0,0
D2673,카고,8000,윙바디,168,90,3.66,1,2.8,0,0
D2674,다마스,550,다마스,93,54,3.71,1,7.1,0,0
D2675,카고,12000,윙바디,96,75,3.94,1,6.4,0,0
D2676,카고,1000,탑차,50,32,4.88,1,8.0,1,0
D2677,카고,12000,탑차,62,47,3.74,1,8.7,0,0
D2678,카고,1400,탑차,106,52,4.62,1,7.4,0,0
D2679,카고,5500,냉장,112,42,4.64,1,1.3,0,0
D2680,카고,12000,카고,187,156,4.34,1,8.7,0,0
D2681,카고,1000,카고,181,109,4.39,1,3.2,0,1
D2682,라보,550,라보,59,26,3.83,1,7.7,0,0
D2683,카고,18000,윙바디,121,113,4.1,1,6.3,0,0
D2684,라보,550,라보,159,81,4.56,1,9.1,0,0
D2685,라보,550,라보,120,47,3.93,1,7.0,0,0
D2686,카고,8000,탑차,179,57,3.62,1,3.7,0,0
D2687,카고,30000,냉장,78,31,4.67,1,7.2,0,0
D2688,카고,3500,탑차,118,101,3.64,1,10.0,0,0
D2689,카고,25000,냉동,111,43,3.88,1,1.0,0,0
D2690,카고,5500,카고,156,71,4.94,1,1.1,0,0
D2691,카고,30000,카고,108,53,3.65,1,4.1,0,0
D2692,다마스,550,다마스,197,137,4.2,1,11.1,0,0
D2693,카고,18000,카고,184,116,4.34,1,2.7,1,0
D2694,다마스,550,다마스,97,34,4.65,1,10.7,0,0
D2695,카고,2500,카고,192,139,4.9,1,6.9,0,0
D2696,카고,12000,윙바디,109,63,3.91,1,10.2,0,0
D2697,카고,25000,탑차,193,104,3.75,0,9.0,0,0
D2698,카고,12000,윙바디,194,80,4.45,1,9.3,0,1
D2699,다마스,550,다마스,77,34,4.16,1,9.8,0,0
D2700,카고,18000,냉동,169,156,4.19,1,3.9,0,0
D2701,다마스,550,다마스,110,70,4.66,1,1.3,0,0
D2702,카고,30000,윙바디,182,175,4.56,1,2.6,0,0
D2703,카고,1400,냉장,107,56,5.0,1,10.6,0,0
D2704,카고,18000,탑차,112,48,4.76,0,2.5,0,0
D2705,카고,18000,냉장,182,115,3.55,1,3.5,0,0
D2706,카고,18000,탑차,79,31,4.12,1,8.5,0,1
D2707,카고,2500,카고,51,16,4.86,1,0.5,0,0
D2708,카고,1000,윙바디,57,23,4.93,0,9.9,0,0
D2709,카고,2500,윙바디,66,61,4.67,1,11.7,1,1
D2710,카고,30000,카고,165,146,3.84,1,9.5,1,0
D2711,카고,1400,카고,162,131,4.36,1,10.5,0,0
D2712,카고,12000,카고,55,21,4.53,0,7.8,0,1
D2713,카고,25000,카고,139,68,3.75,1,0.9,0,0
D2714,카고,1400,카고,113,91,4.41,1,2.0,0,0
D2715,카고,5500,카고,136,98,3.54,1,3.7,0,0
D2716,카고,8000,탑차,76,37,4.84,1,11.4,0,0
D2717,카고,1000,카고,80,71,4.62,0,1.7,0,0
D2718,카고,18000,탑차,192,62,3.97,1,5.2,0,0
D2719,카고,2500,카고,97,50,4.68,1,2.5,0,1
D2720,카고,8000,탑차,148,53,3.69,1,6.3,0,0
D2721,카고,25000,탑차,61,21,4.03,1,7.6,0,0
D2722,다마스,550,다마스,198,175,4.89,1,3.6,0,0
D2723,다마스,550,다마스,156,84,3.93,1,4.7,0,0
D2724,라보,550,라보,151,109,4.51,1,10.9,0,0
D2725,카고,1400,냉동,139,105,4.66,1,3.8,0,0
D2726,카고,1000,냉장,150,60,4.02,0,7.7,0,0
D2727,카고,18000,카고,196,156,4.06,1,5.2,0,1
D2728,카고,30000,윙바디,147,58,3.89,1,8.2,0,0
D2729,카고,8000,윙바디,156,131,3.51,1,9.7,0,0
D2730,카고,30000,탑차,177,88,3.7,1,2.4,1,0
D2731,카고,1000,냉장,116,75,4.76,1,9.5,0,0
D2732,카고,8000,탑차,72,69,3.67,1,7.9,0,0
D2733,라보,550,라보,76,48,4.41,1,5.6,0,0
D2734,카고,1400,윙바디,158,153,3.87,1,2.1,0,0
D2735,카고,5500,윙바디,50,23,4.75,1,5.0,0,0
D2736,라보,550,라보,125,93,3.81,1,1.6,0,0
D2737,카고,8000,냉동,67,34,4.91,1,6.5,0,0
D2738,라보,550,라보,56,39,3.62,1,3.2,0,0
D2739,카고,1000,냉장,107,98,4.41,0,7.6,0,0
D2740,카고,8000,탑차,175,69,3.71,1,1.9,1,0
D2741,카고,2500,카고,122,83,4.0,1,9.4,1,0
D2742,카고,25000,카고,140,70,4.46,1,10.2,1,0
D2743,카고,1000,냉동,131,128,3.52,1,9.9,0,0
D2744,카고,12000,탑차,101,81,4.29,1,8.5,0,0
D2745,다마스,550,다마스,175,63,4.93,1,7.1,0,0
D2746,다마스,550,다마스,98,46,4.77,1,2.6,0,0
D2747,카고,12000,윙바디,50,32,3.63,0,7.9,0,0
D2748,카고,8000,탑차,124,102,3.66,1,10.4,0,0
D2749,카고,3500,카고,158,60,3.67,0,11.9,0,0
D2750,라보,550,라보,83,64,4.91,1,3.0,0,0
D2751,카고,8000,냉장,149,118,4.25,1,11.8,0,0
D2752,다마스,550,다마스,130,50,3.89,1,2.3,0,0
D2753,카고,8000,탑차,107,92,4.38,1,3.9,0,0
D2754,라보,550,라보,58,33,4.13,1,4.7,0,0
D2755,카고,18000,카고,125,73,3.63,1,8.6,0,1
D2756,카고,1400,탑차,88,53,4.14,0,1.3,0,0
D2757,카고,8000,탑차,182,177,3.86,1,7.3,0,0
D2758,카고,8000,카고,126,68,3.71,1,3.3,0,1
D2759,라보,550,라보,155,132,4.07,0,9.1,0,0
D2760,카고,8000,냉장,99,34,3.56,1,4.6,0,0
D2761,카고,3500,윙바디,128,45,3.91,1,2.6,0,0
D2762,카고,1000,윙바디,87,80,3.92,1,4.1,0,0
D2763,카고,30000,냉동,73,60,5.0,1,2.2,0,0
D2764,카고,18000,윙바디,58,29,4.35,0,6.2,0,0
D2765,라보,550,라보,94,74,4.61,1,6.5,0,0
D2766,카고,2500,냉동,135,107,3.84,1,9.9,0,0
D2767,카고,30000,카고,164,49,4.78,0,1.3,0,0
D2768,카고,30000,윙바디,144,117,4.89,1,8.5,0,0
D2769,카고,12000,탑차,85,65,3.87,1,2.6,0,0
D2770,카고,8000,탑차,83,76,4.42,1,3.9,1,1
D2771,카고,5500,카고,175,56,4.88,1,10.5,0,0
D2772,카고,1000,탑차,72,56,4.49,1,7.1,1,0
D2773,카고,1000,윙바디,176,151,4.86,1,10.3,0,0
D2774,라보,550,라보,103,94,4.15,1,2.4,0,0
D2775,카고,18000,윙바디,71,65,5.0,1,8.8,0,0
D2776,다마스,550,다마스,111,90,3.68,0,1.7,0,0
D2777,카고,1400,카고,127,82,4.3,1,0.6,0,0
D2778,라보,550,라보,105,42,4.17,1,6.5,0,0
D2779,카고,1400,카고,122,80,4.92,1,7.2,1,0
D2780,카고,18000,탑차,198,162,4.35,1,6.4,0,1
D2781,카고,30000,카고,198,99,4.14,1,9.8,0,1
D2782,카고,2500,카고,187,127,4.38,1,2.0,0,0
D2783,카고,2500,카고,126,100,3.58,1,5.2,0,0
D2784,카고,12000,카고,140,91,3.84,1,7.4,0,0
D2785,다마스,550,다마스,148,137,3.97,1,1.8,0,0
D2786,카고,12000,윙바디,185,124,3.6,1,8.4,0,0
D2787,카고,3500,카고,135,63,3.8,1,6.5,1,1
D2788,다마스,550,다마스,60,40,3.53,1,11.8,0,0
D2789,카고,25000,냉장,132,40,3.7,0,10.2,0,0
D2790,카고,8000,카고,90,79,4.93,1,9.8,0,0
D2791,카고,1000,카고,173,90,4.61,1,8.6,0,0
D2792,카고,25000,탑차,190,174,3.87,1,9.8,0,0
D2793,카고,8000,탑차,68,23,4.0,1,5.1,1,0
D2794,다마스,550,다마스,95,82,3.53,1,0.6,0,0
D2795,카고,18000,윙바디,167,156,4.68,0,3.4,0,0
D2796,카고,3500,윙바디,91,56,4.0,1,4.4,1,1
D2797,카고,5500,카고,108,80,3.86,1,3.7,0,0
D2798,카고,3500,카고,180,132,3.57,1,1.8,0,0
D2799,카고,5500,윙바디,59,35,4.33,1,5.6,0,0
D2800,카고,3500,냉동,154,52,4.81,1,4.8,0,0
D2801,카고,1400,탑차,120,60,3.68,1,3.4,0,0
D2802,카고,1000,냉동,187,137,4.51,1,6.9,0,0
D2803,카고,1400,탑차,71,67,4.99,1,9.0,0,1
D2804,카고,1400,탑차,64,41,3.96,1,7.0,1,1
D2805,카고,1000,카고,176,156,4.5,1,1.9,0,0
D2806,라보,550,라보,99,89,4.71,1,5.5,0,0
D2807,카고,18000,카고,66,23,5.0,1,8.7,0,0
D2808,카고,1000,윙바디,109,83,4.28,1,2.2,0,1
D2809,카고,2500,탑차,89,55,4.17,1,2.6,0,1
D2810,카고,18000,탑차,98,62,4.21,1,4.8,0,1
D2811,카고,8000,탑차,181,71,4.85,1,5.2,0,0
D2812,카고,8000,탑차,198,146,4.97,1,8.6,0,1
D2813,카고,25000,윙바디,195,185,3.64,1,2.4,0,0
D2814,카고,5500,탑차,59,42,3.87,1,2.4,0,0
D2815,카고,25000,탑차,178,86,4.93,1,11.0,0,0
D2816,카고,1400,카고,114,108,4.44,1,10.4,0,1
D2817,카고,30000,냉동,193,114,4.35,1,11.1,0,0
D2818,라보,550,라보,74,33,4.18,1,9.9,0,0
D2819,카고,1000,냉동,140,85,4.41,1,5.4,0,0
D2820,카고,5500,윙바디,169,140,4.79,1,4.5,1,0
D2821,카고,5500,카고,174,71,4.62,1,8.8,0,1
D2822,카고,8000,탑차,56,21,3.63,1,9.4,0,0
D2823,카고,25000,윙바디,125,71,4.87,1,5.3,0,0
D2824,카고,1400,탑차,67,50,3.7,1,6.9,1,0
D2825,카고,3500,냉장,116,75,3.95,1,7.3,0,0
D2826,카고,30000,탑차,73,23,4.74,1,1.6,0,0
D2827,카고,1400,탑차,152,100,4.59,1,5.1,0,0
D2828,카고,3500,윙바디,176,132,4.52,1,3.1,0,0
D2829,카고,2500,카고,50,23,3.55,1,11.3,1,0
D2830,다마스,550,다마스,114,83,4.76,1,2.4,0,0
D2831,라보,550,라보,142,64,4.07,1,4.5,0,0
D2832,카고,2500,카고,51,50,3.53,1,2.6,0,0
D2833,라보,550,라보,54,44,3.67,1,11.6,0,0
D2834,카고,18000,윙바디,188,116,4.1,1,3.4,0,0
D2835,카고,18000,탑차,94,53,4.74,1,5.9,0,0
D2836,카고,3500,카고,95,36,4.79,1,9.0,0,0
D2837,카고,25000,윙바디,187,82,4.95,1,6.0,0,0
D2838,카고,8000,윙바디,97,92,4.2,1,10.6,0,0
D2839,카고,1000,카고,154,134,4.06,1,4.7,0,0
D2840,카고,3500,카고,108,68,4.02,0,6.3,0,0
D2841,카고,30000,윙바디,149,44,3.78,1,11.9,0,0
D2842,카고,30000,카고,110,82,3.57,1,2.5,1,1
D2843,카고,12000,냉동,86,40,4.62,0,9.9,0,0
D2844,카고,1000,냉동,193,152,4.17,1,1.5,0,0
D2845,라보,550,라보,168,57,4.19,1,5.6,0,0
D2846,카고,3500,윙바디,153,57,4.66,1,4.7,1,0
D2847,카고,2500,냉동,88,65,4.24,1,1.3,0,0
D2848,라보,550,라보,115,109,3.88,1,1.3,0,0
D2849,카고,12000,탑차,150,113,4.99,1,9.8,0,0
D2850,카고,12000,탑차,160,126,3.68,1,3.9,0,0
D2851,카고,25000,냉장,141,117,3.5,1,2.9,0,0
D2852,카고,18000,탑차,90,28,4.22,1,4.5,0,0
D2853,다마스,550,다마스,107,104,4.72,1,5.4,0,0
D2854,라보,550,라보,98,31,4.59,1,4.6,0,0
D2855,카고,1000,카고,91,68,4.73,1,7.8,0,0
D2856,카고,8000,냉장,135,91,4.02,0,2.3,0,0
D2857,카고,18000,탑차,54,39,3.61,1,1.7,0,1
D2858,카고,3500,카고,136,107,4.88,1,6.7,0,0
D2859,카고,18000,탑차,58,20,4.27,1,2.9,1,1
D2860,카고,2500,탑차,152,142,3.83,1,1.7,0,1
D2861,다마스,550,다마스,65,53,3.93,1,3.8,0,0
D2862,카고,18000,탑차,131,117,4.58,1,11.0,0,0
D2863,카고,2500,카고,196,82,3.53,1,1.3,1,0
D2864,카고,18000,윙바디,66,62,4.79,1,8.3,0,0
D2865,카고,1000,카고,116,97,3.73,1,10.6,0,0
D2866,카고,30000,탑차,151,63,3.58,1,9.5,0,1
D2867,카고,30000,냉장,63,29,4.64,1,3.9,0,0
D2868,다마스,550,다마스,155,83,4.96,0,6.8,0,0
D2869,카고,5500,카고,86,63,4.81,1,6.6,0,0
D2870,카고,3500,탑차,195,93,3.94,0,9.0,0,0
D2871,카고,1000,카고,182,155,4.42,1,1.6,0,0
D2872,카고,30000,윙바디,170,107,3.81,1,10.5,0,0
D2873,카고,1400,윙바디,82,71,3.51,1,2.1,0,0
D2874,카고,3500,냉동,52,37,4.19,1,2.7,0,0
D2875,카고,1000,카고,192,183,3.94,1,9.6,0,0
D2876,카고,1000,탑차,63,18,4.2,1,10.2,1,1
D2877,카고,8000,카고,118,100,3.65,0,11.9,0,0
D2878,카고,12000,윙바디,155,101,4.88,1,10.4,0,0
D2879,다마스,550,다마스,144,129,3.59,1,2.9,0,0
D2880,카고,5500,윙바디,79,34,4.73,1,2.0,0,1
D2881,카고,5500,탑차,77,65,4.73,0,5.9,0,1
D2882,카고,1000,윙바디,197,64,4.35,1,2.8,0,0
D2883,카고,5500,카고,108,50,4.89,1,10.6,1,0
D2884,카고,12000,탑차,87,43,3.83,1,6.7,0,1
D2885,카고,3500,윙바디,155,141,3.5,1,7.5,0,0
D2886,카고,25000,카고,87,62,4.98,1,5.5,1,0
D2887,카고,5500,냉동,188,113,4.82,1,0.7,0,0
D2888,다마스,550,다마스,121,52,4.22,0,9.2,0,0
D2889,카고,1400,카고,117,62,4.26,1,10.7,1,0
D2890,카고,12000,카고,110,52,4.36,1,9.1,0,0
D2891,카고,25000,카고,118,51,3.73,1,0.8,0,0
D2892,카고,30000,카고,95,47,4.14,1,6.7,0,0
D2893,카고,5500,카고,95,64,4.6,1,11.0,0,0
D2894,카고,8000,탑차,191,189,4.32,1,1.4,0,0
D2895,카고,1400,냉동,89,57,3.59,1,11.9,0,0
D2896,라보,550,라보,140,102,4.91,1,9.6,0,0
D2897,카고,12000,카고,153,47,3.88,1,5.4,0,0
D2898,카고,3500,냉동,104,53,3.67,1,4.8,0,0
D2899,카고,12000,탑차,108,91,4.75,1,1.2,0,1
D2900,다마스,550,다마스,113,64,3.87,1,6.6,0,0
D2901,다마스,550,다마스,178,98,4.24,0,11.3,0,0
D2902,카고,12000,윙바디,127,125,3.58,1,5.5,0,0
D2903,카고,1000,탑차,170,102,4.91,1,3.8,0,0
D2904,카고,30000,냉동,72,59,4.25,1,3.9,0,0
D2905,카고,1000,냉장,159,64,4.32,1,7.2,0,0
D2906,카고,1000,윙바디,76,69,4.53,1,4.0,1,0
D2907,카고,1000,윙바디,169,104,3.58,1,6.4,0,0
D2908,카고,1000,윙바디,112,44,4.39,1,8.5,0,0
D2909,카고,1400,탑차,64,26,3.97,1,7.2,0,0
D2910,카고,25000,윙바디,89,83,4.92,1,8.5,1,0
D2911,카고,2500,카고,195,167,4.46,1,4.0,1,0
D2912,카고,25000,탑차,65,32,4.9,0,7.9,0,0
D2913,다마스,550,다마스,70,64,4.92,0,11.1,0,0
D2914,카고,18000,냉동,146,106,4.09,0,6.4,0,0
D2915,라보,550,라보,59,17,4.91,1,4.4,0,0
D2916,카고,3500,탑차,165,119,3.73,1,1.4,0,0
D2917,카고,8000,윙바디,78,55,4.69,1,7.9,0,0
D2918,카고,18000,카고,109,41,4.23,1,1.2,0,0
D2919,카고,18000,카고,81,31,4.3,1,7.1,0,1
D2920,카고,12000,냉장,167,155,4.42,1,9.5,0,0
D2921,카고,1400,탑차,102,57,4.85,1,2.1,1,0
D2922,다마스,550,다마스,139,133,4.04,1,2.0,0,0
D2923,다마스,550,다마스,111,45,4.53,1,6.4,0,0
D2924,카고,1000,탑차,125,41,4.77,0,10.9,0,0
D2925,다마스,550,다마스,159,146,3.96,1,3.6,0,0
D2926,라보,550,라보,83,46,3.99,1,3.3,0,0
D2927,카고,1400,카고,152,56,3.66,1,1.8,1,0
D2928,라보,550,라보,68,63,4.96,1,5.7,0,0
D2929,카고,12000,윙바디,176,131,4.29,1,2.6,0,0
D2930,카고,12000,냉장,74,49,3.84,1,9.1,0,0
D2931,카고,1400,카고,59,42,4.03,1,6.3,0,0
D2932,카고,1400,카고,126,55,3.6,1,3.0,0,0
D2933,카고,8000,탑차,174,124,4.75,0,4.9,1,0
D2934,카고,1400,카고,143,100,4.87,1,11.1,1,0
D2935,카고,2500,탑차,121,76,3.82,1,7.6,0,0
D2936,카고,12000,카고,63,45,4.87,1,8.8,0,0
D2937,카고,1000,윙바디,135,76,3.9,1,5.3,0,0
D2938,카고,18000,탑차,80,42,4.85,1,11.6,0,0
D2939,카고,18000,탑차,74,70,4.68,1,11.3,0,0
D2940,카고,1000,탑차,115,64,3.77,1,3.2,0,1
D2941,다마스,550,다마스,91,86,3.69,1,11.8,0,0
D2942,카고,8000,탑차,95,65,3.69,0,8.8,0,0
D2943,다마스,550,다마스,65,62,3.94,1,9.8,0,0
D2944,카고,18000,냉동,101,63,4.09,1,10.6,0,0
D2945,카고,1000,냉동,110,45,4.27,1,6.9,0,0
D2946,카고,1400,탑차,82,29,3.67,1,8.1,0,0
D2947,카고,8000,윙바디,86,32,4.8,1,11.8,0,0
D2948,카고,1400,카고,177,92,3.71,1,8.3,1,0
D2949,카고,1000,윙바디,128,83,4.69,1,2.5,0,0
D2950,카고,8000,탑차,199,153,4.85,1,5.0,1,0
D2951,라보,550,라보,67,26,4.49,1,3.8,0,0
D2952,카고,2500,냉동,164,76,4.95,1,8.7,0,0
D2953,라보,550,라보,186,100,4.43,0,11.5,0,0
D2954,카고,18000,냉장,188,112,3.92,1,8.4,0,0
D2955,카고,30000,냉장,103,61,3.95,1,4.6,0,0
D2956,카고,1400,카고,83,42,4.01,1,6.5,1,1
D2957,카고,30000,윙바디,160,100,3.64,1,7.7,0,0
D2958,카고,1400,탑차,96,70,4.99,1,7.2,1,0
D2959,카고,1000,윙바디,125,118,4.91,1,7.7,0,0
D2960,카고,18000,카고,190,135,4.45,0,3.0,0,0
D2961,카고,1400,탑차,187,86,4.38,1,9.6,0,0
D2962,카고,1400,카고,148,80,4.46,0,11.9,0,1
D2963,카고,2500,카고,78,30,4.7,1,2.4,1,0
D2964,라보,550,라보,135,40,4.95,1,8.0,0,0
D2965,라보,550,라보,173,121,3.93,1,5.5,0,0
D2966,카고,1000,탑차,128,43,4.65,1,6.2,0,0
D2967,카고,25000,카고,101,38,4.42,1,10.6,0,0
D2968,카고,8000,윙바디,141,140,4.49,1,3.0,0,0
D2969,카고,18000,윙바디,188,71,3.64,0,1.6,0,0
D2970,카고,2500,카고,179,77,4.08,0,1.9,1,0
D2971,라보,550,라보,196,168,3.66,1,4.5,0,0
D2972,카고,8000,탑차,68,61,4.2,1,1.1,0,0
D2973,카고,1000,냉동,155,130,4.43,1,2.0,0,0
D2974,카고,8000,윙바디,151,123,4.33,1,7.1,0,0
D2975,카고,25000,탑차,50,39,3.88,1,11.1,0,0
D2976,카고,12000,탑차,69,30,4.35,1,0.9,0,0
D2977,라보,550,라보,57,41,4.9,1,6.9,0,0
D2978,카고,3500,탑차,198,64,4.34,1,9.0,0,0
D2979,카고,2500,냉장,78,56,3.74,0,3.1,0,0
D2980,카고,5500,윙바디,182,62,4.37,1,11.3,0,0
D2981,카고,3500,윙바디,144,76,4.8,1,8.2,1,0
D2982,다마스,550,다마스,68,56,4.02,1,9.8,0,0
D2983,카고,8000,카고,83,70,4.6,1,4.9,0,0
D2984,카고,1000,탑차,76,34,3.66,1,8.7,0,0
D2985,카고,1000,냉장,143,43,4.92,1,11.3,0,0
D2986,카고,1400,냉동,53,48,3.63,1,4.1,0,0
D2987,카고,2500,카고,125,120,4.64,1,9.2,0,0
D2988,카고,8000,탑차,64,50,3.7,1,0.6,0,1
D2989,카고,2500,냉장,64,27,3.6,1,5.8,0,0
D2990,카고,3500,카고,193,123,4.09,1,2.9,0,1
D2991,카고,1000,탑차,130,93,3.52,1,1.0,1,0
D2992,카고,3500,탑차,86,52,4.44,0,1.3,1,0
D2993,라보,550,라보,141,123,3.82,1,5.5,0,0
D2994,카고,30000,냉장,54,28,3.77,0,6.9,0,0
D2995,카고,3500,윙바디,116,37,3.8,1,9.4,0,0
D2996,카고,1400,카고,177,88,3.72,1,9.6,0,0
D2997,카고,12000,탑차,165,110,4.23,1,11.7,0,0
D2998,라보,550,라보,198,137,3.74,1,7.7,0,0
D2999,카고,12000,카고,189,91,4.24,0,7.0,0,1
D3000,카고,2500,카고,66,59,3.86,1,1.7,0,0
D3001,카고,30000,냉장,117,75,4.56,1,2.3,0,0
D3002,카고,12000,윙바디,138,60,3.69,1,2.0,1,0
D3003,카고,30000,카고,160,48,4.51,1,11.1,0,0
D3004,카고,12000,카고,51,42,4.19,1,8.4,0,0
D3005,카고,25000,냉장,190,113,4.24,1,1.1,0,0
D3006,카고,8000,냉동,144,72,4.04,1,10.5,0,0
D3007,카고,25000,카고,153,80,4.52,1,2.5,1,0
D3008,카고,8000,윙바디,81,64,4.3,1,9.9,0,0
D3009,카고,30000,카고,160,95,4.59,1,11.6,0,0
D3010,카고,5500,윙바디,69,57,4.45,1,4.5,1,0
D3011,카고,8000,탑차,87,54,4.43,1,3.2,0,0
D3012,카고,18000,카고,147,107,4.79,1,5.6,0,0
D3013,카고,1400,카고,107,33,3.76,1,4.8,1,1
D3014,카고,3500,카고,65,52,3.92,1,9.0,0,0
D3015,카고,5500,카고,167,83,4.94,1,0.6,0,1
D3016,카고,5500,윙바디,150,102,4.74,1,5.9,0,0
D3017,카고,5500,윙바디,127,118,3.86,1,6.3,0,0
D3018,카고,18000,카고,114,84,3.64,1,8.4,0,0
D3019,카고,8000,카고,193,92,4.22,1,6.9,0,0
D3020,카고,2500,카고,57,28,4.61,1,8.5,0,1
D3021,카고,30000,카고,183,69,4.68,0,10.5,1,0
D3022,카고,25000,탑차,62,24,3.56,1,4.7,0,0
D3023,카고,5500,카고,77,53,4.93,1,4.7,0,0
D3024,카고,1000,탑차,148,93,4.64,1,3.6,0,1
D3025,카고,1000,탑차,66,23,4.02,1,9.6,1,0
D3026,다마스,550,다마스,157,75,3.59,1,7.1,0,0
D3027,카고,30000,카고,132,112,4.75,1,2.8,0,1
D3028,카고,30000,탑차,74,49,3.73,1,1.7,0,1
D3029,라보,550,라보,148,111,3.51,1,4.3,0,0
D3030,카고,5500,카고,149,148,3.94,1,2.3,0,0
D3031,카고,30000,냉동,143,127,3.57,1,5.9,0,0
D3032,카고,12000,탑차,116,71,3.61,1,8.0,1,0
D3033,카고,1000,냉장,197,67,4.13,1,8.5,0,0
D3034,카고,2500,윙바디,154,123,3.8,1,7.7,0,0
D3035,카고,1400,냉동,143,49,4.03,1,9.3,0,0
D3036,카고,25000,냉동,114,81,3.65,1,9.2,0,0
D3037,카고,8000,윙바디,61,37,3.97,1,7.9,0,1
D3038,카고,12000,냉장,172,73,4.71,1,10.2,0,0
D3039,라보,550,라보,57,24,4.22,1,6.2,0,0
D3040,다마스,550,다마스,132,82,4.64,1,7.1,0,0
D3041,카고,2500,탑차,91,56,4.82,0,6.8,0,0
D3042,카고,2500,냉동,51,21,4.15,1,4.7,0,0
D3043,카고,25000,탑차,129,115,4.75,1,6.4,0,0
D3044,카고,2500,윙바디,86,31,3.8,0,9.8,0,0
D3045,카고,1400,탑차,167,64,4.87,1,5.8,0,0
D3046,카고,5500,냉동,65,35,4.97,1,8.9,0,0
D3047,다마스,550,다마스,79,56,4.96,1,5.6,0,0
D3048,카고,1400,냉장,172,83,3.84,0,9.4,0,0
D3049,카고,25000,카고,124,107,4.3,1,6.3,0,0
D3050,카고,1400,탑차,174,86,4.41,1,5.9,0,0
D3051,카고,12000,탑차,115,79,3.86,1,3.8,0,0
D3052,카고,8000,냉장,163,123,4.0,1,4.7,0,0
D3053,카고,2500,카고,74,54,4.5,1,1.0,0,0
D3054,카고,3500,탑차,109,35,3.67,1,10.4,0,0
D3055,카고,12000,카고,174,113,3.57,1,5.3,1,0
D3056,카고,1000,카고,173,51,4.18,1,6.6,1,0
D3057,카고,3500,탑차,165,69,4.81,1,7.9,0,0
D3058,카고,5500,카고,99,79,3.8,1,1.3,0,1
D3059,카고,2500,탑차,54,18,3.63,1,3.7,0,0
D3060,카고,1400,카고,155,102,4.63,1,2.3,0,0
D3061,카고,18000,카고,91,68,4.99,1,1.0,1,0
D3062,카고,1400,탑차,67,40,3.57,1,4.3,0,0
D3063,카고,8000,냉동,61,41,4.23,1,3.3,0,0
D3064,카고,5500,카고,76,69,4.89,1,2.5,0,0
D3065,카고,3500,탑차,102,83,4.38,1,1.8,0,0
D3066,카고,8000,탑차,95,71,3.57,1,11.3,0,0
D3067,카고,30000,윙바디,164,102,4.34,1,2.3,0,0
D3068,카고,18000,탑차,151,135,4.01,1,9.4,0,0
D3069,카고,25000,탑차,169,140,3.85,1,2.2,0,1
D3070,카고,18000,윙바디,73,33,3.55,1,2.2,0,0
D3071,카고,12000,윙바디,125,79,4.35,1,10.7,0,1
D3072,카고,2500,카고,172,152,4.09,1,8.6,0,0
D3073,다마스,550,다마스,56,39,4.05,1,11.1,0,0
D3074,카고,3500,탑차,104,87,4.45,0,3.4,0,0
D3075,카고,5500,카고,103,63,4.55,1,3.8,0,0
D3076,라보,550,라보,90,77,4.4,1,4.3,0,0
D3077,라보,550,라보,130,90,4.24,1,2.4,0,0
D3078,카고,2500,카고,151,82,3.86,1,4.0,0,0
D3079,카고,25000,냉동,120,43,3.82,1,5.2,0,0
D3080,카고,12000,탑차,191,137,4.63,1,7.5,0,0
D3081,카고,8000,냉동,87,33,4.81,1,4.6,0,0
D3082,카고,1000,윙바디,90,85,3.94,1,6.5,0,0
D3083,카고,3500,냉동,62,29,3.83,1,9.9,0,0
D3084,카고,25000,탑차,67,43,3.81,1,10.4,1,0
D3085,카고,18000,카고,155,59,4.98,1,0.6,0,0
D3086,카고,12000,윙바디,129,123,4.47,1,2.3,0,0
D3087,카고,1000,카고,152,103,4.08,1,4.7,0,0
D3088,카고,1400,냉동,155,104,4.1,1,11.8,0,0
D3089,카고,18000,탑차,170,165,4.4,1,1.2,0,0
D3090,카고,1000,윙바디,88,84,4.19,1,4.3,0,0
D3091,카고,5500,탑차,98,66,4.5,1,7.9,0,0
